0	0.24603
0.001	3.68930
0.002	2.29264
0.003	-0.52694
0.004	0.17625
0.005	-0.56534
0.006	-1.71150
0.007	-0.36423
0.008	3.62070
0.009	3.24161
0.01	-1.09561
0.011	-2.18553
0.012	0.33455
0.013	-0.23320
0.014	-0.20348
0.015	2.54263
0.016	3.42711
0.017	0.00618
0.018	-3.22636
0.019	-0.17617
0.02	1.83581
0.021	0.75230
0.022	1.43342
0.023	2.43756
0.024	0.13166
0.025	-2.43011
0.026	-1.56161
0.027	2.65424
0.028	2.65975
0.029	0.90845
0.03	0.47017
0.031	0.06362
0.032	-1.42773
0.033	-1.74519
0.034	2.62952
0.035	4.03192
0.036	1.09556
0.037	-1.18629
0.038	0.08039
0.039	-0.57347
0.04	-0.71460
0.041	1.13914
0.042	3.97924
0.043	0.96153
0.044	-1.80310
0.045	-1.06208
0.046	0.44690
0.047	1.06307
0.048	0.79726
0.049	3.30302
0.05	1.83259
0.051	-1.88173
0.052	-2.57575
0.053	1.58132
0.054	2.76818
0.055	1.58950
0.056	1.24996
0.057	1.60345
0.058	-1.21415
0.059	-3.07669
0.06	0.73169
0.061	3.38723
0.062	2.03302
0.063	-0.19721
0.064	-0.10312
0.065	-0.80131
0.066	-1.36056
0.067	0.50870
0.068	3.73600
0.069	2.31848
0.07	-0.84881
0.071	-1.73279
0.072	0.13911
0.073	-0.44121
0.074	0.60913
0.075	2.93474
0.076	3.50745
0.077	-1.04316
0.078	-3.00149
0.079	-0.69092
0.08	1.49113
0.081	1.09689
0.082	1.43428
0.083	2.25790
0.084	-0.17722
0.085	-3.02701
0.086	-1.20139
0.087	2.67612
0.088	2.80522
0.089	0.18507
0.09	1.14262
0.091	0.15045
0.092	-1.95523
0.093	-1.41547
0.094	2.45070
0.095	3.81425
0.096	0.56461
0.097	-1.33197
0.098	0.18196
0.099	-0.02860
0.1	-1.07605
0.101	1.81541
0.102	4.04420
0.103	0.77194
0.104	-2.11388
0.105	-0.88040
0.106	0.64436
0.107	0.79536
0.108	1.59443
0.109	3.45507
0.11	2.07475
0.111	-2.01144
0.112	-2.47637
0.113	0.92466
0.114	1.78782
0.115	1.18458
0.116	1.37695
0.117	1.12484
0.118	-1.35451
0.119	-2.84362
0.12	0.56779
0.121	3.69110
0.122	1.77762
0.123	-0.56014
0.124	0.37836
0.125	-0.29175
0.126	-1.87757
0.127	-0.04103
0.128	3.38729
0.129	2.67141
0.13	-1.44233
0.131	-1.80541
0.132	0.08030
0.133	0.02145
0.134	-0.06602
0.135	2.65683
0.136	3.40555
0.137	-1.01149
0.138	-2.54498
0.139	0.20574
0.14	1.58218
0.141	0.59205
0.142	1.83440
0.143	2.94240
0.144	-0.24743
0.145	-2.97611
0.146	-0.57418
0.147	2.65852
0.148	2.32659
0.149	0.20102
0.15	1.19860
0.151	-0.10013
0.152	-2.46715
0.153	-1.52803
0.154	2.95227
0.155	3.89431
0.156	0.44775
0.157	-0.53126
0.158	0.27526
0.159	-0.71576
0.16	-0.88190
0.161	2.13573
0.162	3.64808
0.163	1.15771
0.164	-2.31057
0.165	-1.23107
0.166	0.77782
0.167	0.40262
0.168	1.67880
0.169	3.17961
0.17	0.96503
0.171	-2.03886
0.172	-1.68688
0.173	1.46419
0.174	1.69351
0.175	0.83356
0.176	1.76040
0.177	1.34087
0.178	-1.58995
0.179	-2.65535
0.18	0.85775
0.181	3.04001
0.182	1.49475
0.183	-0.11372
0.184	0.11526
0.185	-0.21399
0.186	-1.76393
0.187	0.07937
0.188	3.75225
0.189	2.26804
0.19	-1.37735
0.191	-1.37928
0.192	0.12387
0.193	-0.80439
0.194	0.09975
0.195	2.86257
0.196	2.78423
0.197	-0.73531
0.198	-2.72380
0.199	0.22014
0.2	1.25331
0.201	0.69988
0.202	1.63284
0.203	2.84359
0.204	-0.27143
0.205	-2.64376
0.206	-0.85827
0.207	2.13435
0.208	1.84349
0.209	0.68053
0.21	0.68345
0.211	0.30119
0.212	-1.88246
0.213	-1.29087
0.214	3.28208
0.215	3.77290
0.216	0.83526
0.217	-1.12901
0.218	-0.13860
0.219	-0.93199
0.22	-1.08386
0.221	1.95152
0.222	3.44836
0.223	0.46125
0.224	-2.04733
0.225	-0.97802
0.226	0.70234
0.227	0.16015
0.228	1.77410
0.229	3.21803
0.23	1.47084
0.231	-2.25515
0.232	-1.93373
0.233	1.79118
0.234	2.23329
0.235	1.24001
0.236	1.89220
0.237	0.97972
0.238	-2.03801
0.239	-2.30400
0.24	0.82127
0.241	3.00636
0.242	1.74202
0.243	0.09105
0.244	0.47639
0.245	-0.81292
0.246	-2.18175
0.247	0.63625
0.248	4.14347
0.249	2.73369
0.25	-1.45177
0.251	-1.07858
0.252	-0.22238
0.253	-0.97093
0.254	0.51286
0.255	2.85469
0.256	3.20166
0.257	-1.45469
0.258	-2.77735
0.259	0.11722
0.26	1.03070
0.261	0.57026
0.262	2.13030
0.263	2.99044
0.264	-0.88761
0.265	-2.97421
0.266	-0.17437
0.267	2.74009
0.268	2.22957
0.269	1.10152
0.27	0.93552
0.271	-0.41414
0.272	-2.88600
0.273	-1.54880
0.274	3.01616
0.275	3.12178
0.276	0.67449
0.277	-0.89140
0.278	-0.26082
0.279	-0.94438
0.28	-0.84176
0.281	2.04418
0.282	3.38482
0.283	0.72822
0.284	-2.22562
0.285	-0.83673
0.286	0.40428
0.287	0.26405
0.288	1.38661
0.289	3.45278
0.29	1.09328
0.291	-2.87503
0.292	-1.84601
0.293	1.55636
0.294	1.30846
0.295	0.93409
0.296	1.71293
0.297	1.12958
0.298	-2.33659
0.299	-2.38715
0.3	1.15069
0.301	2.82237
0.302	1.46083
0.303	0.00526
0.304	0.87114
0.305	-0.50861
0.306	-1.73789
0.307	1.05556
0.308	3.99633
0.309	1.77293
0.31	-1.44723
0.311	-0.89088
0.312	-0.38439
0.313	-0.58950
0.314	0.52632
0.315	3.53525
0.316	3.17621
0.317	-1.19646
0.318	-2.00994
0.319	0.41422
0.32	0.99236
0.321	0.89080
0.322	2.29398
0.323	2.57637
0.324	-0.53247
0.325	-3.32904
0.326	-0.50593
0.327	2.32457
0.328	1.22224
0.329	0.88282
0.33	0.96343
0.331	-0.56722
0.332	-2.13760
0.333	-1.15016
0.334	3.47465
0.335	3.15742
0.336	0.68125
0.337	-0.23646
0.338	0.24516
